Route 1:
(38.8340916706058,-77.01292634010315)
(38.8299630013549,-77.01598405838013)
(38.829102135287705,-77.0165741443634)
(38.82782335385377,-77.01687455177307)
(38.825817375915506,-77.01688528060913)
(38.82297547708357,-77.01689600944519)
(38.819932847903196,-77.01742172241211)
(38.81846163991332,-77.01794743537903)
(38.81570304301123,-77.01924562454224)
(38.8134124904523,-77.02074766159058)
(38.81103826334034,-77.02216386795044)
(38.809918001942975,-77.02255010604858)
(38.80735972702968,-77.02272176742554)
(38.80426626538246,-77.02248573303223)
(38.80440003947544,-77.0221209526062)
(38.808279378915046,-77.02242136001587)
(38.81080418032526,-77.02207803726196)
(38.813128256165186,-77.02057600021362)
(38.81441566122307,-77.01958894729614)
(38.818963191506334,-77.01748609542847)
(38.82305906396242,-77.01656341552734)
(38.82551647434981,-77.01658487319946)
(38.828642445259945,-77.01641321182251)
(38.8306817747564,-77.01488971710205)
(38.83541212560975,-77.01128482818604)
(38.83803624827593,-77.00935363769531)
(38.83965747315821,-77.00838804244995)
(38.84169648706441,-77.00778722763062)
(38.84368530499407,-77.00740098953247)
(38.84652637703232,-77.0072078704834)
(38.850486976362845,-77.00714349746704)
(38.85428025504891,-77.00510501861572)
(38.85727128809701,-77.00396776199341)
(38.85989460459244,-77.00300216674805)
(38.861331539483565,-77.00244426727295)
(38.86201657961696,-77.00128555297852)
(38.86245099189164,-77.00012683868408)
(38.86198316317818,-76.99948310852051)
Route 3:
(38.91365293309712,-76.98223543324275)
(38.916310898410785,-76.97917986020911)
(38.91689857575563,-76.9783730522613)
(38.91723248119875,-76.97734308399959)
(38.917606453582714,-76.97797823057044)
(38.91724583743477,-76.97887086920673)
(38.916938644644645,-76.9817719454295)
(38.915295807758774,-76.98625230841571)
(38.91239737745842,-76.9944577221031)
(38.90594226758262,-77.01343059539795)
(38.904927027872866,-77.01624584224191)
(38.903404143124725,-77.01528453879291)
(38.90140029656302,-77.01428890228271)
(38.89955670737055,-77.01428890228271)
(38.89103282648846,-77.01418590571848)
(38.88854093546507,-77.01432323534391)
(38.88642977330406,-77.01339626364643)
(38.884238375308215,-77.01257228851318)
(38.882902123346994,-77.01329326708219)
(38.88250124285801,-77.01525020573172)
(38.882554692904975,-77.02173900630441)
(38.882447790731874,-77.02767848968506)
(38.88169947509459,-77.02963542964426)
(38.88017609019573,-77.03135204341379)
(38.879240662982575,-77.03413295719656)
(38.8794277506338,-77.03808116886648)
(38.87851904010579,-77.03972911847814)
(38.876407580139144,-77.04165172603098)
(38.872592093393315,-77.04521370091243)
(38.87045372777547,-77.04682731680805)
(38.86973201567559,-77.04703330993652)
(38.8694396525243,-77.04744100570679)
(38.869386191592966,-77.04771566430281)
(38.86960671703806,-77.04816198362096)
(38.87011459064691,-77.0485482217191)
(38.870355161036244,-77.04827356377791)
(38.869767098194075,-77.04560422949726)
(38.86939287408415,-77.04529523849487)
(38.86913225238508,-77.04538965277607)
(38.86887831277991,-77.04579305674997)
(38.86904537861299,-77.04640245450719)
(38.869446335010444,-77.0464539527893)
(38.87020814603675,-77.04608488122176)
(38.87113700956099,-77.04476308848825)
(38.87178520199864,-77.0435528759117)
(38.87353596087667,-77.04181909561157)
(38.87445141682026,-77.04080629322561)
(38.87658130983601,-77.03884506277973)
(38.87851903934114,-77.03690528869629)
(38.87896003262133,-77.03527450561523)
(38.87897339580279,-77.03358793311054)
(38.87944111270774,-77.0320258148422)
(38.88065716230416,-77.03044652938843)
(38.88188989463615,-77.02830076217651)
(38.88217051342654,-77.02721929628751)
(38.88223732730945,-77.02435255050659)
(38.88231750419181,-77.01997518539429)
(38.88227741601683,-77.01760625917814)
(38.882157150846304,-77.01674795229337)
(38.88213042516858,-77.01480817820993)
(38.88269166025086,-77.01298856787616)
(38.883733941922365,-77.01211309511564)
(38.88520380048863,-77.0122504234314)
(38.88637966547237,-77.01304006681312)
(38.88770917113226,-77.01374387819669)
(38.888684571438034,-77.01407003507484)
(38.891704219342365,-77.01389837369788)
(38.896831314327486,-77.0140528678894)
(38.90154724651902,-77.01396703720093)
(38.903056812957146,-77.01479101233417)
(38.90488695245738,-77.01592397716013)
(38.90568845844298,-77.01362371444702)
(38.91669489271478,-76.98184490203857)
(38.91698873053297,-76.98026561789447)
(38.917122292729054,-76.97854900412494)
Route 4:
(38.881378764232586,-77.0097827911377)
(38.8805769838031,-77.0090103149414)
(38.878839761835934,-77.00905323028564)
(38.87135585861548,-77.00905323028564)
(38.86985230085462,-77.00823783874512)
(38.8679477487016,-77.00347423553467)
(38.86687850407583,-77.00240135192871)
(38.86417190674238,-77.00270175933838)
(38.86226720240702,-77.00291633605957)
(38.86130647691451,-77.00316309928894)
(38.86072168112884,-77.00346350669861)
(38.86047105289128,-77.00279831886292)
(38.860838640670735,-77.00147867202759)
(38.86300235749507,-76.99612498283386)
(38.863887875122494,-76.99408650398254)
(38.86438910662726,-76.99323892593384)
(38.86479008928688,-76.99276685714722)
(38.86668637247763,-76.99092149734497)
(38.86738806797367,-76.99061036109924)
(38.86806469635685,-76.99004173278809)
(38.86882485142648,-76.98904395103455)
(38.86942628704027,-76.98835730552673)
(38.86997759854943,-76.98819637298584)
(38.87114703305055,-76.98887228965759)
(38.87316008594706,-76.99049234390259)
(38.87412900394533,-76.99090003967285)
(38.87615867727955,-76.99049234390259)
(38.87717766837304,-76.99050307273865)
(38.877854203569356,-76.99085712432861)
(38.87831357564858,-76.99166178703308)
(38.87878964903357,-76.99356079101562)
(38.87923231089842,-76.99666142463684)
(38.880485112551185,-77.00147867202759)
(38.88098622702774,-77.0036244392395)
(38.88104469015312,-77.00645685195923)
(38.881445578860024,-77.00822710990906)
(38.88244779073185,-77.01099514961243)
(38.88288207815289,-77.01184272766113)
(38.8840178942425,-77.01217532157898)
(38.885287314266904,-77.01231479644775)
(38.88639803818241,-77.01300144195557)
(38.88823528774195,-77.01397776603699)
(38.89246078140501,-77.01407432556152)
(38.90072732459186,-77.01408505439758)
(38.90195469895522,-77.01403141021729)
(38.90476004640118,-77.01585531234741)
(38.90506061276737,-77.01581239700317)
(38.90639644788812,-77.01141357421875)
(38.91214025248165,-76.99495553970337)
(38.91681509914936,-76.98143720626831)
(38.91714900498527,-76.97976350784302)
(38.91713230973079,-76.97845458984375)
(38.91686518512491,-76.97815418243408)
(38.91704883339948,-76.9777250289917)
(38.917399433331155,-76.97763919830322)
(38.9176498607933,-76.97813272476196)
(38.9174495188943,-76.97864770889282)
(38.9173827381356,-76.98040723800659)
(38.91537928615218,-76.98628664016724)
(38.910871312395436,-76.99911832809448)
(38.909134831304584,-77.00422525405884)
(38.90582872103306,-77.0140528678894)
(38.90501051846137,-77.01641321182251)
(38.90309021008406,-77.01521158218384)
(38.90177101162503,-77.01439619064331)
(38.897228773760716,-77.01437473297119)
(38.89123324294543,-77.01433181762695)
(38.888727996589154,-77.01439619064331)
(38.88715799717155,-77.01398849487305)
(38.885821800123196,-77.01308727264404)
(38.88473612151609,-77.0124864578247)
(38.88303240779553,-77.01231479644775)
(38.88238097704688,-77.01182126998901)
(38.88167942956118,-77.01042652130127)
Route 5:
(38.91363456731039,-76.98222041130066)
(38.916556321045896,-76.97894811630249)
(38.91692361871836,-76.97827219963074)
(38.91696535696994,-76.97780013084412)
(38.917307609706945,-76.97774648666382)
(38.91757473264746,-76.97799324989319)
(38.91751629959013,-76.97852969169617)
(38.917332652525324,-76.978679895401)
(38.91724917642968,-76.98061108589172)
(38.916105544031474,-76.9840657711029)
(38.911455695516366,-76.99734807014465)
(38.90306516224033,-77.02158451080322)
(38.902948272186094,-77.02207803726196)
(38.90295662148207,-77.02405214309692)
(38.89209335715199,-77.0239770412445)
(38.89212675943535,-77.05001592636108)
(38.89234387389432,-77.05084204673767)
(38.89380520394747,-77.05246210098267)
(38.89412251735723,-77.05365300178528)
(38.893312530317736,-77.0550799369812)
(38.89222696619119,-77.06063747406006)
(38.89189294312194,-77.06326603889465)
(38.89216851226746,-77.06456422805786)
(38.89195974786146,-77.06568002700806)
(38.891224892271005,-77.06644177436829)
(38.89069879780358,-77.06779360771179)
(38.89109963203694,-77.06886649131775)
(38.89184283952606,-77.06995010375977)
(38.89259438975306,-77.07148432731628)
(38.8924941835156,-77.07159161567688)
(38.89108293065572,-77.07147359848022)
(38.891224892271005,-77.07079768180847)
(38.891450360135636,-77.07021832466125)
(38.89138355491702,-77.06958532333374)
(38.89038981987154,-77.0681369304657)
(38.890189401034824,-77.06720352172852)
(38.89096602087716,-77.0656156539917)
(38.89135850294383,-77.06459641456604)
(38.89283655424327,-77.05600261688232)
(38.89289500761722,-77.05554127693176)
(38.89205995485292,-77.05080986022949)
(38.89201820195699,-77.02191710472107)
(38.89524980353237,-77.02192783355713)
(38.902856429865594,-77.02197074890137)
(38.90418395730925,-77.01776504516602)
(38.90835006149003,-77.00579166412354)
(38.91383491997927,-76.98999881744385)
(38.9170905715774,-76.98047161102295)
(38.91716570023581,-76.97911977767944)
(38.91715735261103,-76.97856187820435)
Route 6:
(38.899591775674374,-77.07048654556274)
(38.90005935683966,-77.07081913948059)
(38.90406706909696,-77.069091796875)
(38.905027216567305,-77.06861972808838)
(38.90507731086151,-77.07046508789062)
(38.90513575416009,-77.07158088684082)
(38.905486412941194,-77.07359790802002)
(38.90552815791881,-77.07516431808472)
(38.90571183552875,-77.07680583000183)
(38.9060541425337,-77.07821130752563)
(38.90601239786536,-77.0796811580658)
(38.90617102747444,-77.08035707473755)
(38.906621867586054,-77.08083987236023)
(38.90744840035444,-77.08289980888367)
(38.909143179873006,-77.08704113960266)
(38.90956895555986,-77.08815693855286)
(38.91082122218977,-77.08917617797852)
(38.911405605723104,-77.08947658538818)
(38.91227382380264,-77.09057092666626)
(38.912766365876244,-77.09121465682983)
(38.91435249508942,-77.09268450737)
(38.91486171853021,-77.09304928779602)
(38.91503702411521,-77.09304928779602)
(38.91549615573797,-77.09420800209045)
(38.915838415560664,-77.09484100341797)
(38.91761647051603,-77.09682583808893)
(38.91830096805888,-77.09814548492432)
(38.918568087260105,-77.09838151931763)
(38.9210639337046,-77.09844589233398)
(38.92142286092266,-77.09864974021912)
(38.92219079212837,-77.09946513175964)
(38.9226582244451,-77.09980845451355)
(38.92397703473723,-77.10046291351318)
(38.92521235378716,-77.10153579711914)
(38.92739914963186,-77.10393905639648)
(38.92711537077129,-77.10503339767456)
(38.92698182738526,-77.10581660270691)
(38.92633914632393,-77.10672855377197)
(38.92563803307118,-77.10686802864075)
(38.92512888696135,-77.10680365562439)
(38.92484509901913,-77.1070396900177)
(38.92381009808069,-77.10544109344482)
(38.923075572125626,-77.10431456565857)
(38.91998714115635,-77.10112810134888)
(38.91468641251219,-77.09825277328491)
(38.911864760838284,-77.09626793861389)
(38.90875079609636,-77.09216952323914)
(38.907698862929806,-77.08983063697815)
(38.90657177438168,-77.08634376525879)
(38.90553650691139,-77.08329677581787)
(38.905177499343885,-77.08189129829407)
(38.90555320489359,-77.08008885383606)
(38.90586211685612,-77.0792305469513)
(38.9059038616128,-77.07808256149292)
(38.905494761938684,-77.07638740539551)
(38.905436318935635,-77.07582950592041)
(38.905411271919604,-77.07438111305237)
(38.90540292291232,-77.07364082336426)
(38.904952075059704,-77.0705509185791)
(38.90494372599837,-77.07026124000544)
(38.904927027872844,-77.07004666328424)
(38.905018867514826,-77.06946730613708)
(38.9049353769361,-77.06883430480957)
(38.903783196923044,-77.06933856010437)
(38.90018460127184,-77.07101225852966)
(38.899917412882814,-77.07143068313599)
(38.898690003303436,-77.07231044769287)
(38.89833931095537,-77.07261085510254)
(38.898255812521995,-77.07084059715271)
(38.89929118615648,-77.07073330879211)
Route 7:
(38.91365961142496,-76.98229551315308)
(38.90400862491863,-76.99313163757324)
(38.900752373260346,-76.98551416397095)
(38.90020965013177,-76.98550343513489)
(38.90024304859792,-76.99570655822754)
(38.900259747825125,-77.00902104377747)
(38.897395772944556,-77.00904250144958)
(38.897036724213834,-77.00811982154846)
(38.896711073795146,-77.00779795646667)
(38.89621007023509,-77.00757265090942)
(38.89509114952299,-77.00910687446594)
(38.89208500657871,-77.01316237449646)
(38.892068305429156,-77.01541543006897)
(38.89181778771488,-77.01641321182251)
(38.89138355491702,-77.01519012451172)
(38.88755050027891,-77.01524376869202)
(38.88757555359511,-77.00356006622314)
(38.8844354691223,-76.99593186378479)
(38.87790431703141,-76.98034286499023)
(38.863637258045024,-76.94669723510742)
(38.878906578850774,-76.92725658416748)
(38.88014268229297,-76.92596912384033)
(38.881178319973394,-76.92618370056152)
(38.88131194954235,-76.92416667938232)
(38.88983031587151,-76.91322326660156)
(38.88989712255097,-76.93945527076721)
(38.88989712255097,-76.96805834770203)
(38.889997332452346,-76.96924924850464)
(38.8909409687567,-76.9706654548645)
(38.89179273589487,-76.9716203212738)
(38.89200985137487,-76.9726824760437)
(38.89151716529143,-76.97364807128906)
(38.89073220074276,-76.97388410568237)
(38.88876975141911,-76.97377681732178)
(38.888251989792714,-76.97351932525635)
(38.88773422439253,-76.97239279747009)
(38.88811837327653,-76.9713306427002)
(38.88897017426134,-76.9703221321106)
(38.88968835146904,-76.96842312812805)
(38.88956308852534,-76.93751335144043)
(38.89123324294543,-76.93854331970215)
(38.8930703674504,-76.94279193878174)
(38.89373840094372,-76.94639682769775)
(38.89537505644732,-76.94961547851562)
(38.89777986957695,-76.96961402893066)
(38.89941643194355,-76.97914123535156)
(38.900151202778204,-76.98390483856201)
(38.900192950892794,-76.98451101779938)
(38.90020130051278,-76.98536396026611)
Route 8:
(38.913609523186935,-76.98223114013672)
(38.903991926573134,-76.99317455291748)
(38.910804525446636,-77.00907468795776)
(38.927415842470545,-77.00903177261353)
(38.933274786223514,-77.00615644454956)
(38.93748090891905,-77.00658559799194)
(38.939533806779636,-77.00774431228638)
(38.942104017871934,-77.00828075408936)
(38.94557532391339,-77.00740098953247)
(38.94717740783706,-77.00862407684326)
(38.95483687118436,-77.00907468795776)
(38.96101056370392,-77.02802181243896)
(38.95685589468288,-77.02823638916016)
(38.95119914648182,-77.02737808227539)
(38.94295517113898,-77.02594041824341)
(38.93945035680593,-77.02488899230957)
(38.92703190618436,-77.02295780181885)
(38.91975341658431,-77.02186346054077)
(38.916280846543906,-77.02199220657349)
(38.916998747553436,-77.02390193939209)
(38.91703213812135,-77.03651905059814)
(38.925362593825994,-77.0364761352539)
(38.94175354002728,-77.03643321990967)
(38.962512191364155,-77.03639030456543)
(38.96321294004741,-77.03941583633423)
(38.96201165234694,-77.04231262207031)
(38.96077697431861,-77.04443693161011)
(38.96032647832938,-77.04694747924805)
(38.961594533798,-77.05018758773804)
(38.96167795770423,-77.05289125442505)
(38.96114404300691,-77.05460786819458)
(38.961060618472,-77.0569896697998)
(38.96102724863056,-77.06613063812256)
(38.95600490832059,-77.07046508789062)
(38.939650636577696,-77.06087350845337)
(38.92247459068781,-77.05087423324585)
(38.91883520545566,-77.04887866973877)
(38.91848461261763,-77.04761266708374)
(38.916781708479284,-77.0466685295105)
(38.91446101842406,-77.04608917236328)
(38.91020344008008,-77.04390048980713)
(38.90981941065321,-77.044238448143)
(38.90958147833547,-77.04423308372503)
(38.90914735415671,-77.04390585422522)
(38.90898873119844,-77.04312264919287)
(38.90933102741396,-77.04251647012774)
(38.90908892017821,-77.04195320494182)
(38.908805062067024,-77.04095542430878)
(38.902856429865594,-77.02394485473633)
(38.90295662148207,-77.02184200286865)
(38.907381610185084,-77.00909614562988)
(38.91000307716011,-77.0090103149414)
